codigo_ibge;uf;nome_municipio;codigo_servico;incidencia;aliquota;dt_ini;dt_fim
2800308;SE;Aracaju;17.08.01.000;17.08.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.09.01.000;17.09.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.10.01.000;17.10.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.10.02.000;17.10.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.11.01.000;17.11.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.11.02.000;17.11.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.12.01.000;17.12.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.13.01.000;17.13.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.14.01.000;17.14.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.15.01.000;17.15.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.16.01.000;17.16.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.17.01.000;17.17.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.18.01.000;17.18.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.19.01.000;17.19.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.20.01.000;17.20.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.21.01.000;17.21.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.22.01.000;17.22.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.23.01.000;17.23.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.24.01.000;17.24.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;17.25.01.000;17.25.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;18.01.01.000;18.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;18.01.02.000;18.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;18.01.03.000;18.01.03.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;19.01.01.000;19.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;19.01.02.000;19.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;20.01.01.000;20.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;20.02.01.000;20.02.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;20.03.01.000;20.03.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;21.01.01.000;21.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;22.01.01.000;22.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;23.01.01.000;23.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;23.01.02.000;23.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;24.01.01.000;24.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;24.01.02.000;24.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;25.01.01.000;25.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;25.02.01.000;25.02.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;25.02.02.000;25.02.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;25.03.01.000;25.03.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;25.04.01.000;25.04.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;25.05.01.000;25.05.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;26.01.01.000;26.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;26.01.02.000;26.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;27.01.01.000;27.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;28.01.01.000;28.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;29.01.01.000;29.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;30.01.01.000;30.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;30.01.02.000;30.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;31.01.01.000;31.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;31.01.02.000;31.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;31.01.03.000;31.01.03.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;31.01.04.000;31.01.04.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;32.01.01.000;32.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;33.01.01.000;33.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;34.01.01.000;34.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;35.01.01.000;35.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;35.01.02.000;35.01.02.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;35.01.03.000;35.01.03.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;36.01.01.000;36.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;37.01.01.000;37.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;38.01.01.000;38.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;39.01.01.000;39.01.01.000;5;2023-10-20T00:00:00;
2800308;SE;Aracaju;40.01.01.000;40.01.01.000;5;2023-10-20T00:00:00;
